,seqnames,start,end,width,strand,idr,summit,rep1_pvalue,rep2_pvalue,rep1_qvalue,rep2_qvalue
peak:11636,chr6,18848515,18848966,452,*,950,280,50.32814,11.5985,47.23287,17.38907
peak:11637,chr2,165784662,165785230,569,*,950,152,32.78425,31.8858,30.00576,4.95367
peak:11638,chr16,34690394,34690951,558,*,1000,165,52.45688,35.5827,49.32639,15.32549
peak:11639,chr12,86888624,86888917,294,*,1000,157,47.57852,13.5551,44.53586,5.77031
peak:11640,chr13,74317035,74317294,260,*,1000,148,47.57852,13.5551,44.53586,5.77031
peak:11641,chr2,38707924,38708531,608,*,860,474,20.05028,17.02265,17.47617,8.54513
peak:11642,chr1,132380644,132381150,507,*,1000,209,43.52024,14.78276,40.55143,8.39444
peak:11643,chr10,127283588,127284230,643,*,1000,205,43.52024,14.78276,40.55143,24.29132
peak:11644,chr2,28943938,28944383,446,*,1000,175,43.52024,14.78276,40.55143,24.52404
peak:11645,chr2,91255693,91256065,373,*,1000,173,43.52024,14.78276,40.55143,3.45
peak:11646,chr10,122448537,122449364,828,*,1000,523,41.33962,17.02265,38.41475,21.96294
peak:11647,chr17,49564067,49564470,404,*,1000,209,43.52024,16.63801,40.55143,32.82476
peak:11648,chr17,26916711,26917453,743,*,1000,493,34.38746,22.19899,31.57105,7.49283
peak:11649,chr15,103101933,103102971,1039,*,1000,756,42.18587,17.70184,39.24029,21.77739
peak:11650,chr7,101663738,101664204,467,*,903,140,30.65325,33.21651,27.89884,8.39444
peak:11651,chr11,35834172,35834481,310,*,1000,219,43.72018,35.04339,40.75105,77.01734
peak:11652,chr7,4149103,4149724,622,*,1000,415,45.56664,21.6425,42.56947,1.4376
peak:11653,chr1,75431241,75431650,410,*,1000,146,35.66128,20.52446,32.82476,7.73414
peak:11654,chr10,21374158,21374721,564,*,1000,162,35.66128,20.52446,32.82476,69.7199
peak:11655,chr11,70009112,70009582,471,*,1000,121,35.66128,20.52446,32.82476,6.61759
peak:11656,chr15,77765487,77766186,700,*,1000,294,35.66128,20.52446,32.82476,30.33007
peak:11657,chr2,33640327,33641336,1010,*,1000,710,35.66128,20.52446,32.82476,16.11803
peak:11658,chr2,133554294,133554875,582,*,1000,444,35.66128,20.52446,32.82476,26.67152
peak:11659,chr2,167595820,167596251,432,*,1000,217,35.66128,20.52446,32.82476,30.33007
peak:11660,chr4,135166289,135166832,544,*,1000,386,35.66128,20.52446,32.82476,103.99274
peak:11661,chr7,80875417,80876238,822,*,1000,481,35.66128,20.52446,32.82476,7.0676
peak:11662,chr9,65398315,65398709,395,*,1000,221,35.66128,20.52446,32.82476,7.73414
peak:11663,chr15,76904109,76905172,1064,*,1000,194,63.63157,15.72848,60.22874,6.61759
peak:11664,chr15,85523404,85524226,823,*,1000,245,44.2853,17.99585,41.31134,4.95367
peak:11665,chr11,75999884,76000268,385,*,1000,152,28.1887,26.69236,25.47523,8.39444
peak:11666,chr12,112735340,112736006,667,*,1000,349,28.1887,26.69236,25.47523,12.23227
peak:11667,chr2,32919512,32919932,421,*,1000,149,28.1887,26.69236,25.47523,12.23227
peak:11668,chr4,155042789,155043536,748,*,1000,439,28.1887,26.69236,25.47523,4.95367
peak:11669,chr6,87732647,87732966,320,*,1000,139,28.1887,26.69236,25.47523,4.95367
peak:11670,chr6,119107309,119108115,807,*,1000,369,28.1887,26.69236,25.47523,10.26936
peak:11671,chr7,126847523,126848348,826,*,1000,303,28.1887,26.69236,25.47523,37.9388
peak:11672,chr9,107399544,107400595,1052,*,1000,582,28.1887,26.69236,25.47523,7.49283
peak:11673,chrX,75965977,75966832,856,*,1000,347,28.1887,26.69236,25.47523,4.95367
peak:11674,chr11,79974201,79974541,341,*,1000,170,36.78376,22.94496,33.94056,6.61759
peak:11675,chr14,69763529,69763884,356,*,1000,175,36.78376,22.94496,33.94056,6.90797
peak:11676,chr7,142387619,142388183,565,*,864,330,31.95499,39.26594,29.18043,3.8756
peak:11677,chr11,5716430,5717157,728,*,899,277,21.16983,18.17179,18.57489,24.29132
peak:11678,chr14,27335706,27336378,673,*,1000,368,44.86394,13.69387,41.87118,24.29132
peak:11679,chr4,11387075,11387523,449,*,1000,198,44.86394,13.69387,41.87118,6.61759
peak:11680,chr6,4746535,4747579,1045,*,933,563,22.30453,22.12022,19.68948,12.96685
peak:11681,chr3,36066024,36066389,366,*,1000,140,49.04903,21.13378,45.9803,32.82476
peak:11682,chr1,118310981,118311508,528,*,1000,277,63.59615,37.96215,60.19342,23.12058
peak:11683,chr2,29869130,29869843,714,*,1000,484,44.83214,14.78276,41.85455,4.75929
peak:11684,chr10,60185584,60186798,1215,*,1000,655,36.9458,19.33931,34.08881,4.95367
peak:11685,chr10,75859556,75860362,807,*,1000,413,36.9458,19.33931,34.08881,9.32069
peak:11686,chr13,78179278,78179889,612,*,1000,267,36.9458,19.33931,34.08881,30.33007
peak:11687,chr19,3414236,3414891,656,*,1000,219,36.9458,19.33931,34.08881,3.19711
peak:11688,chr19,5510629,5510994,366,*,1000,151,36.9458,19.33931,34.08881,4.16935
peak:11689,chr2,27719636,27719919,284,*,1000,125,36.9458,19.33931,34.08881,30.53398
peak:11690,chr7,142433689,142434002,314,*,1000,154,36.9458,19.33931,34.08881,1.5673
peak:11691,chr10,128933534,128933988,455,*,1000,166,42.18587,19.53653,39.24029,4.95367
peak:11692,chr15,38661703,38662514,812,*,868,171,48.98494,48.82314,45.91665,7.49283
peak:11693,chr15,76205483,76206515,1033,*,1000,829,44.51183,11.13732,41.53561,11.24113
peak:11694,chr4,106638885,106639396,512,*,1000,345,29.40471,25.42839,26.67152,45.88079
peak:11695,chr5,30281296,30281718,423,*,1000,325,29.40471,25.42839,26.67152,20.58241
peak:11696,chr5,74161454,74162045,592,*,1000,301,29.40471,25.42839,26.67152,5.77031
peak:11697,chr7,109169513,109170124,612,*,1000,403,29.40471,25.42839,26.67152,11.19754
peak:11698,chrX,44367732,44368345,614,*,1000,141,29.40471,25.42839,26.67152,7.49283
peak:11699,chrX,161908726,161909334,609,*,1000,268,29.40471,25.42839,26.67152,31.57105
peak:11700,chr10,84576834,84577605,772,*,1000,175,51.92983,17.02265,48.80408,4.95367
peak:11701,chr13,65258440,65259521,1082,*,935,546,22.30453,14.78276,19.68948,3.4222
peak:11702,chr7,19809422,19809760,339,*,913,152,22.30453,31.8858,19.68948,9.36047
peak:11703,chr9,87739105,87739382,278,*,914,141,22.30453,31.8858,19.68948,4.95367
peak:11704,chr16,4212869,4213955,1087,*,1000,596,61.41692,50.91624,58.08576,3.4222
peak:11705,chr11,79044817,79045188,372,*,1000,195,46.21676,12.62705,43.19989,7.49283
peak:11706,chr15,81946547,81946931,385,*,1000,209,46.21676,12.62705,43.19989,77.01734
peak:11707,chr17,56469670,56470287,618,*,1000,304,46.21676,12.62705,43.19989,5.77031
peak:11708,chr5,34326891,34327394,504,*,1000,116,46.21676,12.62705,43.19989,74.08454
peak:11709,chr15,83056524,83056954,431,*,1000,294,42.32462,21.00991,39.37823,35.36277
peak:11710,chr2,114175070,114175302,233,*,1000,117,46.89174,19.46108,43.87025,5.77031
peak:11711,chr4,126619857,126620429,573,*,1000,300,35.66128,20.33214,32.82476,9.07545
peak:11712,chrX,106485341,106485901,561,*,626,464,15.73516,14.78276,13.24495,3.4222
peak:11713,chr11,120067745,120068118,374,*,1000,231,38.24075,18.17179,35.36277,7.73414
peak:11714,chr15,80928930,80929409,480,*,1000,333,38.24075,18.17179,35.36277,6.61759
peak:11715,chr15,99161218,99161484,267,*,1000,167,38.24075,18.17179,35.36277,13.24495
peak:11716,chr17,32321234,32321777,544,*,1000,313,38.24075,18.17179,35.36277,71.17066
peak:11717,chr19,5663437,5663795,359,*,1000,195,38.24075,18.17179,35.36277,17.47617
peak:11718,chr5,144190942,144191703,762,*,1000,221,38.24075,18.17179,35.36277,5.25574
peak:11719,chr7,45376710,45377293,584,*,1000,456,17.85886,18.17179,15.32549,7.73414
peak:11720,chr7,49911730,49912476,747,*,1000,365,38.24075,18.17179,35.36277,6.61759
peak:11721,chr7,96212801,96213483,683,*,1000,311,38.24075,18.17179,35.36277,32.74358
peak:11722,chr11,74838193,74838793,601,*,1000,439,62.37903,36.07795,59.01441,24.29132
peak:11723,chr2,31688328,31689031,704,*,1000,261,47.57852,17.56665,44.53586,98.18597
peak:11724,chr1,20819884,20820259,376,*,1000,221,30.63292,24.17908,27.87908,8.39444
peak:11725,chr11,52284309,52284661,353,*,1000,127,30.63292,24.17908,27.87908,8.58317
peak:11726,chr11,102624083,102624749,667,*,1000,168,30.63292,24.17908,27.87908,23.12058
peak:11727,chr4,99655848,99657030,1183,*,1000,921,30.63292,24.17908,27.87908,5.77031
peak:11728,chr4,124575615,124575914,300,*,1000,144,30.63292,24.17908,27.87908,3.4222
peak:11729,chr7,122288820,122289856,1037,*,1000,507,30.63292,24.17908,27.87908,7.93726
peak:11730,chr3,105959473,105959856,384,*,1000,140,45.56664,18.78259,42.56947,76.45542
peak:11731,chr12,64965736,64966522,787,*,1000,350,43.52024,14.93274,40.55143,11.24113
peak:11732,chr12,11150128,11150684,557,*,957,128,23.45388,30.56765,20.81931,8.39444
peak:11733,chr7,108950402,108951355,954,*,973,211,23.45388,5.89558,20.81931,6.51769
peak:11734,chr11,69121293,69121612,320,*,1000,154,47.57852,11.58349,44.53586,2.55801
peak:11735,chr5,122880171,122880630,460,*,1000,242,47.57852,11.58349,44.53586,9.36047
peak:11736,chr19,15924440,15925023,584,*,1000,436,47.46392,25.58987,44.43732,15.32549
peak:11737,chr17,78736122,78737028,907,*,1000,501,71.8344,55.46608,68.19439,4.95367
peak:11738,chr9,105053290,105053572,283,*,1000,109,48.70626,22.90147,45.65458,4.58875
peak:11739,chr15,7804639,7804895,257,*,1000,131,36.9458,20.73772,34.08881,4.58875
peak:11740,chr7,36695300,36696213,914,*,1000,631,43.30251,21.72655,40.34898,17.47617
peak:11741,chr1,25829818,25830478,661,*,1000,334,39.54591,17.02265,36.6454,11.24113
peak:11742,chr10,81305042,81305388,347,*,1000,99,39.54591,17.02265,36.6454,17.47617
peak:11743,chr11,72690002,72690343,342,*,1000,117,39.54591,17.02265,36.6454,5.77031
peak:11744,chr11,94564366,94564695,330,*,1000,148,39.54591,17.02265,36.6454,12.23227
peak:11745,chr14,19752321,19752561,241,*,1000,137,39.54591,17.02265,36.6454,13.24495
peak:11746,chr17,36168064,36168521,458,*,1000,261,39.54591,17.02265,36.6454,13.24495
peak:11747,chr4,135206066,135206655,590,*,1000,255,39.54591,17.02265,36.6454,3.4222
peak:11748,chr8,91801990,91802613,624,*,1000,213,39.54591,17.02265,36.6454,18.16596
peak:11749,chr9,30922107,30922794,688,*,1000,191,39.54591,17.02265,36.6454,18.57489
peak:11750,chr9,50603892,50604254,363,*,1000,124,41.74854,19.15518,38.81971,4.95367
peak:11751,chr12,108371053,108371579,527,*,1000,260,46.21676,15.50437,43.19989,12.23227
peak:11752,chr8,105276268,105276729,462,*,1000,146,46.21676,15.50437,43.19989,15.32549
peak:11753,chr5,114380062,114380609,548,*,1000,272,39.27776,36.14025,36.39299,11.0893
peak:11754,chr6,91212644,91213085,442,*,1000,167,37.38058,25.42839,34.52043,12.23227
peak:11755,chr14,29721987,29723247,1261,*,1000,444,31.87298,22.94496,29.09882,24.29132
peak:11756,chr2,119293728,119294872,1145,*,1000,501,31.87298,7.67018,29.09882,14.27658
peak:11757,chr2,164170968,164171291,324,*,1000,178,31.87298,22.94496,29.09882,4.95367
peak:11758,chr5,66676082,66677101,1020,*,1000,468,31.87298,22.94496,29.09882,43.19989
peak:11759,chr7,30972846,30973894,1049,*,1000,324,31.87298,22.94496,29.09882,19.68948
peak:11760,chr7,68748719,68749435,717,*,1000,379,31.87298,22.94496,29.09882,6.61759
peak:11761,chr8,31089566,31090111,546,*,1000,292,31.87298,22.94496,29.09882,6.61759
peak:11762,chr8,113638661,113639295,635,*,1000,146,31.87298,22.94496,29.09882,4.95367
peak:11763,chr9,50739275,50739548,274,*,1000,124,31.87298,22.94496,29.09882,19.68948
peak:11764,chr9,96995523,96996243,721,*,1000,399,31.87298,22.94496,29.09882,20.81931
peak:11765,chrX,11894958,11895276,319,*,1000,190,31.87298,22.94496,29.09882,8.39444
peak:11766,chrX,48409846,48410402,557,*,1000,418,31.87298,22.94496,29.09882,7.05691
peak:11767,chr3,89183092,89184066,975,*,1000,717,29.40471,11.58349,26.67152,90.35994
peak:11768,chr3,36000392,36000628,237,*,1000,134,51.92983,18.78259,48.80408,21.96294
peak:11769,chr7,79273095,79273644,550,*,1000,206,38.24075,22.71627,35.36277,4.95367
peak:11770,chr11,97883530,97883849,320,*,1000,129,34.51802,21.72655,31.70117,3.8756
peak:11771,chr11,33513161,33513936,776,*,1000,409,24.61741,29.26243,21.96294,58.22245
peak:11772,chr19,17836813,17837738,926,*,1000,319,24.61741,29.26243,21.96294,25.47523
peak:11773,chr5,37241747,37242656,910,*,980,378,24.61741,29.26243,21.96294,4.95367
peak:11774,chr5,127632187,127632775,589,*,1000,359,24.61741,29.26243,21.96294,12.23227
peak:11775,chr7,105787198,105787706,509,*,984,304,24.61741,29.26243,21.96294,9.32069
peak:11776,chr9,99875057,99875826,770,*,1000,220,24.61741,8.60608,21.96294,90.35994
peak:11777,chr2,71388942,71389694,753,*,942,388,37.1896,30.56765,34.33069,13.24495
peak:11778,chr10,62601962,62602446,485,*,1000,148,49.88711,19.01655,46.81034,3.4222
peak:11779,chr10,128747791,128748332,542,*,1000,175,49.20609,12.83269,46.13637,7.49283
peak:11780,chr2,167986542,167987322,781,*,722,121,17.85886,11.58349,15.32549,15.32549
peak:11781,chr12,14151794,14152261,468,*,1000,269,40.86102,15.89268,37.9388,4.95367
peak:11782,chr15,98791633,98791969,337,*,1000,138,40.86102,15.89268,37.9388,12.23227
peak:11783,chr17,28363910,28364583,674,*,1000,501,40.86102,15.89268,37.9388,49.95972
peak:11784,chr17,46729829,46730152,324,*,1000,164,40.86102,15.89268,37.9388,39.24029
peak:11785,chr18,35661869,35662318,450,*,1000,215,40.86102,15.89268,37.9388,4.16935
peak:11786,chr19,4932257,4932949,693,*,1000,530,40.86102,15.89268,37.9388,6.97611
peak:11787,chr2,154372326,154372898,573,*,1000,199,40.86102,15.89268,37.9388,8.58317
peak:11788,chr6,86028549,86029409,861,*,1000,223,40.86102,15.89268,37.9388,25.47523
peak:11789,chr7,40898560,40899605,1046,*,1000,696,16.78821,15.89268,14.27658,4.16935
peak:11790,chr7,92874107,92874767,661,*,1000,297,40.86102,15.89268,37.9388,85.88361
peak:11791,chrX,101299026,101299329,304,*,1000,141,40.86102,15.89268,37.9388,3.4222
peak:11792,chr5,138441510,138441986,477,*,1000,186,39.24751,20.52446,36.3628,4.16935
peak:11793,chr10,61418070,61418974,905,*,1000,287,46.95416,19.33931,43.93095,4.10765
peak:11794,chr14,11556465,11556719,255,*,1000,124,36.59505,19.33931,33.75384,3.4222
peak:11795,chr4,86611482,86612121,640,*,1000,458,42.19597,16.42325,39.24979,27.87908
peak:11796,chr1,34472667,34473055,389,*,1000,200,33.1246,21.72655,30.33007,5.83498
peak:11797,chr1,75402245,75402567,323,*,1000,114,33.1246,21.72655,30.33007,18.57489
peak:11798,chr1,132542705,132543249,545,*,1000,145,33.1246,21.72655,30.33007,15.32549
peak:11799,chr1,172325658,172326627,970,*,1000,838,33.1246,21.72655,30.33007,5.77031
peak:11800,chr10,127262947,127263289,343,*,1000,165,33.1246,21.72655,30.33007,4.16935
peak:11801,chr11,118503334,118503851,518,*,1000,275,33.1246,21.72655,30.33007,12.07203
peak:11802,chr12,16653420,16654126,707,*,1000,395,33.1246,21.72655,30.33007,34.08881
peak:11803,chr19,6398499,6398880,382,*,1000,221,33.1246,21.72655,30.33007,3.4222
peak:11804,chr19,10860132,10860494,363,*,1000,219,33.1246,21.72655,30.33007,7.0676
peak:11805,chr2,91927626,91928496,871,*,1000,533,33.1246,21.72655,30.33007,9.32069
peak:11806,chr2,164167752,164168836,1085,*,1000,624,33.1246,21.72655,30.33007,9.32069
peak:11807,chr2,174300221,174300702,482,*,1000,338,33.1246,21.72655,30.33007,4.95367
peak:11808,chr4,57141873,57142278,406,*,1000,161,33.1246,21.72655,30.33007,3.4222
peak:11809,chr5,135276532,135277066,535,*,1000,150,33.1246,21.72655,30.33007,7.49283
peak:11810,chr7,15955238,15955511,274,*,1000,130,33.1246,21.72655,30.33007,29.09882
peak:11811,chr8,105613126,105613381,256,*,1000,107,33.1246,21.72655,30.33007,7.38193
peak:11812,chr8,122306703,122307038,336,*,1000,163,33.1246,21.72655,30.33007,4.16935
peak:11813,chr9,20544282,20544850,569,*,1000,387,33.1246,21.72655,30.33007,96.38834
peak:11814,chr9,87144184,87144463,280,*,1000,144,33.1246,21.72655,30.33007,7.74907
peak:11815,chrX,48340738,48341045,308,*,1000,149,33.1246,21.72655,30.33007,79.35823
peak:11816,chr6,125215700,125215987,288,*,1000,158,27.90096,27.75829,25.2021,49.52031
peak:11817,chr12,30373009,30373491,483,*,1000,280,25.79466,27.97052,23.12058,7.49283
peak:11818,chr5,67426509,67428070,1562,*,1000,730,25.79466,27.97052,23.12058,12.23227
peak:11819,chr6,91409723,91410423,701,*,1000,393,25.79466,10.56447,23.12058,10.0902
peak:11820,chr7,6189312,6189990,679,*,1000,388,25.79466,27.97052,23.12058,24.29132
peak:11821,chr7,140125616,140125906,291,*,1000,151,25.79466,27.97052,23.12058,9.63346
peak:11822,chr9,42123725,42124502,778,*,1000,450,25.79466,27.97052,23.12058,4.16935
peak:11823,chr9,114367885,114368430,546,*,1000,361,25.79466,13.69387,23.12058,54.09892
peak:11824,chr2,103484728,103485266,539,*,924,205,50.32814,9.57146,47.23287,11.24113
peak:11825,chr7,114275744,114276111,368,*,903,249,50.32814,9.57146,47.23287,21.34503
peak:11826,chr15,76613023,76613560,538,*,1000,269,38.24075,5.25479,35.36277,27.87908
peak:11827,chrX,94636023,94636596,574,*,1000,295,45.11821,13.69387,42.12504,4.58875
peak:11828,chr2,152343718,152344210,493,*,1000,271,35.56638,22.94496,32.74358,2.71365
peak:11829,chr1,132360433,132361145,713,*,1000,368,42.18587,14.78276,39.24029,8.39444
peak:11830,chr11,96314726,96315228,503,*,1000,128,42.18587,14.78276,39.24029,14.27658
peak:11831,chr17,49428397,49428644,248,*,1000,116,42.18587,14.78276,39.24029,14.27658
peak:11832,chr2,32317966,32318473,508,*,1000,278,42.18587,14.78276,39.24029,61.76186
peak:11833,chr6,82881507,82881862,356,*,1000,246,42.18587,14.78276,39.24029,2.26334
peak:11834,chr9,122805407,122806059,653,*,1000,382,42.18587,14.78276,39.24029,4.16935
peak:11835,chr12,100199074,100199793,720,*,1000,347,49.83705,35.56242,46.7609,34.08881
peak:11836,chr15,101336474,101336832,359,*,1000,209,37.881,18.17179,35.01904,86.62019
peak:11837,chr7,64392352,64392969,618,*,1000,478,37.881,18.17179,35.01904,7.73414
peak:11838,chr9,99629415,99630048,634,*,1000,139,37.881,18.17179,35.01904,10.26936
peak:11839,chr15,50889384,50889983,600,*,897,176,35.07086,36.34111,32.25191,20.81931
peak:11840,chr9,57130727,57131305,579,*,1000,299,31.87298,22.73625,29.09882,10.26936
peak:11841,chr12,108352614,108353188,575,*,1000,281,34.38746,20.52446,31.57105,4.62608
peak:11842,chr14,118322452,118322757,306,*,1000,178,34.38746,20.52446,31.57105,4.95367
peak:11843,chr17,88668530,88668806,277,*,1000,144,34.38746,20.52446,31.57105,20.81931
peak:11844,chr19,4802467,4802894,428,*,1000,199,34.38746,20.52446,31.57105,8.39444
peak:11845,chr19,16876119,16877039,921,*,1000,473,34.38746,20.52446,31.57105,13.24495
peak:11846,chr3,55117344,55117644,301,*,1000,125,34.38746,20.52446,31.57105,8.39444
peak:11847,chr5,62766168,62766572,405,*,1000,264,34.38746,20.52446,31.57105,6.61759
peak:11848,chrX,48284539,48285325,787,*,1000,289,34.38746,20.52446,31.57105,6.51521
peak:11849,chr10,43510232,43511645,1414,*,1000,1079,34.38746,6.76587,31.57105,6.61759
peak:11850,chr18,38210327,38210767,441,*,1000,291,35.66128,22.12022,32.82476,9.45525
peak:11851,chr11,58977214,58977610,397,*,1000,143,44.51183,20.52446,41.53561,12.07203
peak:11852,chr5,76905281,76905678,398,*,1000,171,44.51183,20.52446,41.53561,12.23227
peak:11853,chr15,37960645,37961512,868,*,1000,539,57.11947,31.15126,53.89189,8.39444
peak:11854,chr12,75669210,75669553,344,*,1000,208,39.8293,32.37504,36.92678,6.61759
peak:11855,chr11,5151931,5152701,771,*,1000,363,26.98522,26.69236,24.29132,7.34396
peak:11856,chr11,50024884,50025800,917,*,1000,457,26.98522,26.69236,24.29132,69.7199
peak:11857,chr14,61037704,61038130,427,*,1000,188,26.98522,26.69236,24.29132,32.82476
peak:11858,chr2,26206140,26206737,598,*,1000,434,26.98522,26.69236,24.29132,6.61759
peak:11859,chr4,62479938,62480523,586,*,1000,322,26.98522,26.69236,24.29132,15.32549
peak:11860,chr7,131966587,131967466,880,*,1000,211,26.98522,5.89558,24.29132,115.64565
peak:11861,chr9,67759750,67760369,620,*,1000,378,26.98522,26.69236,24.29132,59.70399
peak:11862,chr9,76014882,76015209,328,*,1000,148,26.98522,26.69236,24.29132,3.45
peak:11863,chrX,7670613,7671502,890,*,1000,798,26.98522,13.69387,24.29132,2.71365
peak:11864,chr13,96748138,96748416,279,*,1000,141,29.40471,24.96787,26.67152,5.77031
peak:11865,chr7,12965871,12966359,489,*,1000,308,31.68221,29.01274,28.92275,40.06151
peak:11866,chr13,90089603,90089981,379,*,1000,227,66.48695,31.32798,63.00169,12.23227
peak:11867,chr17,8433763,8434374,612,*,1000,358,31.9749,25.42839,29.19894,7.49283
peak:11868,chr7,141293610,141294793,1184,*,850,605,20.05028,6.76587,17.47617,10.53655
peak:11869,chr10,80921873,80922394,522,*,1000,228,43.52024,13.69387,40.55143,37.52275
