"","seqnames","start","end","width","strand","idr","signalValue","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","ens_transcript",".","distanceToTSS","ens_genes","gene_symbol","name"
"13088","chr17",25115722,25116023,302,"*",838,19.89231,"Promoter",17,25099570,25115907,16338,2,"71718","ENSMUST00000155607","7",0,"ENSMUSG00000024170","Telo2","peak:13088"
"13089","chr10",128389007,128389467,461,"*",981,19.89157,"Promoter",10,128389290,128408704,19415,1,"237615","ENSMUST00000166577","1",0,"ENSMUSG00000014498","Ankrd52","peak:13089"
"13090","chr15",102995797,102996040,244,"*",977,19.89157,"Intron (ENSMUST00000174869.1/15424, intron 1 of 1)",15,102998257,103010768,12512,1,"15425","ENSMUST00000173210","1",-2217,"ENSMUSG00000001661","Hoxc6","peak:13090"
"13091","chr19",3906831,3907289,459,"*",623,19.89114,"Promoter",19,3896050,3906991,10942,2,"27060","ENSMUST00000126070","8",0,"ENSMUSG00000001750","Tcirg1","peak:13091"
"13092","chr5",57716927,57717886,960,"*",953,19.88225,"Promoter",5,57570082,57717920,147839,2,"319216","ENSMUST00000180708","2",34,"ENSMUSG00000097216","4932441J04Rik","peak:13092"
"13093","chr10",77621998,77622860,863,"*",666,19.87999,"Promoter",10,77622275,77645993,23719,1,"22213","ENSMUST00000174510","7",0,"ENSMUSG00000009293","Ube2g2","peak:13093"
"13094","chr2",71629428,71629645,218,"*",840,19.87822,"Distal Intergenic",2,71543408,71546754,3347,2,"13392","ENSMUST00000024159","7",-82674,"ENSMUSG00000023391","Dlx2","peak:13094"
"13095","chr4",40473098,40473412,315,"*",857,19.87822,"Promoter",4,40473130,40475653,2524,1,"320500","ENSMUST00000179526","1",0,"ENSMUSG00000046593","Tmem215","peak:13095"
"13096","chr5",52471129,52471702,574,"*",830,19.87822,"Promoter",5,52374651,52471483,96833,2,"100503884","ENSMUST00000198008","4",0,"ENSMUSG00000045790","Ccdc149","peak:13096"
"13097","chr6",121210581,121210984,404,"*",824,19.87822,"Promoter",6,121210696,121226854,16159,1,"53857","ENSMUST00000032233","8",0,"ENSMUSG00000030137","Tuba8","peak:13097"
"13098","chr9",98032542,98033525,984,"*",834,19.87822,"Promoter",9,97444395,98033181,588787,2,"64085","ENSMUST00000035027","12",0,"ENSMUSG00000032452","Clstn2","peak:13098"
"13099","chr15",40656011,40656421,411,"*",901,19.87762,"Promoter",15,40655351,40775259,119909,1,"22762","ENSMUST00000230723","1",660,"ENSMUSG00000022306","Zfpm2","peak:13099"
"13100","chr1",181143934,181144198,265,"*",982,19.87341,"Promoter",1,181087138,181144204,57067,2,"67459","ENSMUST00000027797","8",6,"ENSMUSG00000026516","Nvl","peak:13100"
"13101","chr10",41040656,41041078,423,"*",906,19.87113,"Distal Intergenic",10,41069977,41072285,2309,2,"140741","ENSMUST00000061796","7",31207,"ENSMUSG00000046922","Gpr6","peak:13101"
"13102","chr3",94443105,94443837,733,"*",711,19.86397,"Promoter",3,94433387,94443833,10447,2,"53814","ENSMUST00000203883","2",0,"ENSMUSG00000028141","Oaz3","peak:13102"
"13103","chr16",8470635,8471245,611,"*",1000,19.85954,"Promoter",16,8470788,8490684,19897,1,"239706","ENSMUST00000046470","15",0,"ENSMUSG00000039345","Mettl22","peak:13103"
"13104","chr11",59327561,59327948,388,"*",900,19.85667,"Exon (ENSMUST00000000128.9/216795, exon 2 of 4)",11,59306930,59333552,26623,1,"216795","ENSMUST00000108783","3",20631,"ENSMUSG00000000126","Wnt9a","peak:13104"
"13105","chr11",118489852,118491085,1234,"*",916,19.85667,"3' UTR",11,118484490,118487509,3020,1,"217364","ENSMUST00000168689","1",5362,"ENSMUSG00000033857","Engase","peak:13105"
"13106","chr11",120274704,120275206,503,"*",930,19.85667,"Exon (ENSMUST00000122148.7/268515, exon 10 of 28)",11,120236699,120292282,55584,1,"268515","ENSMUST00000118987","1",38005,"ENSMUSG00000039741","Bahcc1","peak:13106"
"13107","chr14",66867454,66867788,335,"*",915,19.85667,"Promoter",14,66802864,66868688,65825,2,"12934","ENSMUST00000022629","8",900,"ENSMUSG00000022048","Dpysl2","peak:13107"
"13108","chr17",27051586,27051956,371,"*",909,19.85667,"Distal Intergenic",17,27057304,27122223,64920,1,"16440","ENSMUST00000049308","8",-5348,"ENSMUSG00000042644","Itpr3","peak:13108"
"13109","chr19",6184192,6184804,613,"*",897,19.85667,"Promoter",19,6184388,6224219,39832,1,"622554","ENSMUST00000025699","8",0,"ENSMUSG00000024786","Majin","peak:13109"
"13110","chr2",19371605,19371918,314,"*",940,19.85667,"Promoter",2,19371636,19394976,23341,1,"76467","ENSMUST00000023856","8",0,"ENSMUSG00000023094","Msrb2","peak:13110"
"13111","chr5",37245571,37246474,904,"*",912,19.85667,"Promoter",5,37245764,37292101,46338,1,"12933","ENSMUST00000031004","10",0,"ENSMUSG00000029121","Crmp1","peak:13111"
"13112","chr5",119668162,119668605,444,"*",935,19.85667,"Intron (ENSMUST00000129108.1/ENSMUST00000129108.1, intron 1 of 2)",5,119670669,119684561,13893,1,"21386","ENSMUST00000079719","10",-2064,"ENSMUSG00000018604","Tbx3","peak:13112"
"13113","chr6",52253355,52253897,543,"*",897,19.85667,"Distal Intergenic",6,52248422,52249799,1378,1,"15397","ENSMUST00000154027","2",4933,"ENSMUSG00000086427","Hoxa11os","peak:13113"
"13114","chr8",117801675,117802317,643,"*",914,19.85667,"Promoter",8,117791645,117801943,10299,2,"68533","ENSMUST00000034303","2",0,"ENSMUSG00000031843","Mphosph6","peak:13114"
"13115","chr5",34659825,34660066,242,"*",982,19.8557,"Promoter",5,34638536,34660148,21613,2,"75416","ENSMUST00000041364","12",82,"ENSMUSG00000036693","Nop14","peak:13115"
"13116","chr8",70804806,70805281,476,"*",992,19.85161,"Promoter",8,70788892,70805054,16163,2,"546071","ENSMUST00000212757","1",0,"ENSMUSG00000031833","Mast3","peak:13116"
"13117","chr17",57060240,57060732,493,"*",930,19.84679,"Promoter",17,57043711,57059863,16153,2,"66972","ENSMUST00000040280","13",-377,"ENSMUSG00000046329","Slc25a23","peak:13117"
"13118","chr11",62458196,62458629,434,"*",1000,19.84334,"Promoter",11,62419730,62458541,38812,2,"20185","ENSMUST00000141447","1",0,"ENSMUSG00000018501","Ncor1","peak:13118"
"13119","chr19",7274369,7274635,267,"*",964,19.84141,"Exon (ENSMUST00000066646.11/104383, exon 12 of 12)",19,7270952,7271769,818,1,"104383","ENSMUST00000134167","1",3417,"ENSMUSG00000024968","Rcor2","peak:13119"
"13120","chr6",72216778,72217498,721,"*",663,19.83998,"Intron (ENSMUST00000206425.1/71093, intron 3 of 3)",6,72206177,72234537,28361,2,"71093","ENSMUST00000206425","1",17039,"ENSMUSG00000037621","Atoh8","peak:13120"
"13121","chr1",36682666,36683348,683,"*",1000,19.83744,"Promoter",1,36562692,36683183,120492,2,"381337","ENSMUST00000170295","7",0,"ENSMUSG00000046337","Fam178b","peak:13121"
"13122","chr11",59249657,59250045,389,"*",982,19.83744,"Exon (ENSMUST00000010044.7/22416, exon 4 of 4)",11,59211414,59228270,16857,2,"11840","ENSMUST00000061242","7",-21387,"ENSMUSG00000048076","Arf1","peak:13122"
"13123","chr11",102939294,102939590,297,"*",999,19.83744,"3' UTR",11,102939264,102946688,7425,2,"23829","ENSMUST00000057849","5",7098,"ENSMUSG00000045532","C1ql1","peak:13123"
"13124","chr18",57132784,57133667,884,"*",994,19.83744,"Promoter",18,57133090,57297467,164378,1,"70417","ENSMUST00000075770","12",0,"ENSMUSG00000024593","Megf10","peak:13124"
"13125","chr2",180776036,180777188,1153,"*",999,19.83744,"Promoter",2,180774381,180776900,2520,2,"140489","ENSMUST00000108878","1",0,"ENSMUSG00000045493","Bhlhe23","peak:13125"
"13126","chr4",127077084,127077581,498,"*",995,19.83744,"Promoter",4,127077383,127124370,46988,1,"100177","ENSMUST00000046751","12",0,"ENSMUSG00000042408","Zmym6","peak:13126"
"13127","chr5",115553822,115554312,491,"*",993,19.83744,"3' UTR",5,115551939,115552792,854,1,"19303","ENSMUST00000138139","1",1883,"ENSMUSG00000029528","Pxn","peak:13127"
"13128","chr6",82041429,82041999,571,"*",1000,19.83744,"Promoter",6,82041623,82093099,51477,1,"232146","ENSMUST00000042974","14",0,"ENSMUSG00000035104","Eva1a","peak:13128"
"13129","chr6",89356400,89356876,477,"*",1000,19.83744,"Promoter",6,89319015,89357717,38703,2,"18844","ENSMUST00000049845","5",841,"ENSMUSG00000030084","Plxna1","peak:13129"
"13130","chr7",19270572,19270911,340,"*",1000,19.83744,"Promoter",7,19256929,19271817,14889,2,"22323","ENSMUST00000032561","8",906,"ENSMUSG00000030403","Vasp","peak:13130"
"13131","chr7",27355774,27356058,285,"*",990,19.83744,"Promoter",7,27342133,27356019,13887,2,"192192","ENSMUST00000003857","6",0,"ENSMUSG00000089832","Shkbp1","peak:13131"
"13132","chr7",28742021,28742359,339,"*",1000,19.83744,"Promoter",7,28742008,28745756,3749,1,"71984","ENSMUST00000207897","1",13,"ENSMUSG00000070699","Sars2","peak:13132"
"13133","chr7",44310256,44311685,1430,"*",985,19.83744,"Promoter",7,44310253,44360572,50320,1,"243961","ENSMUST00000107938","7",3,"ENSMUSG00000038738","Shank1","peak:13133"
"13134","chr8",11188019,11188449,431,"*",994,19.83744,"Intron (ENSMUST00000151014.1/ENSMUST00000151014.1, intron 1 of 2)",8,11199519,11210831,11313,2,"12826","ENSMUST00000209598","1",22382,"ENSMUSG00000031502","Col4a1","peak:13134"
"13135","chr8",84867372,84867962,591,"*",1000,19.83744,"Promoter",8,84867947,84868008,62,1,"102466220","ENSMUST00000184765","1",0,"ENSMUSG00000098331","Mir7069","peak:13135"
"13136","chr8",109948164,109948596,433,"*",983,19.83744,"Exon (ENSMUST00000001722.13/73608, exon 3 of 3)",8,109959625,109962053,2429,2,"73608","ENSMUST00000155052","1",13457,"ENSMUSG00000001672","Marveld3","peak:13136"
"13137","chr9",108450787,108451360,574,"*",989,19.83744,"Promoter",9,108447658,108450804,3147,2,"78267","ENSMUST00000192245","1",0,"ENSMUSG00000032609","Klhdc8b","peak:13137"
"13138","chrX",7947579,7948346,768,"*",995,19.83744,"Promoter",20,7930120,7947889,17770,2,"15185","ENSMUST00000115642","7",0,"ENSMUSG00000031161","Hdac6","peak:13138"
"13139","chrX",140598089,140598576,488,"*",1000,19.83744,"5' UTR",20,140540262,140600659,60398,2,"14605","ENSMUST00000112996","8",2083,"ENSMUSG00000031431","Tsc22d3","peak:13139"
"13140","chr11",69758108,69758374,267,"*",894,19.83647,"Promoter",11,69734410,69758223,23814,2,"20020","ENSMUST00000071213","3",0,"ENSMUSG00000005198","Polr2a","peak:13140"
"13141","chr7",141413511,141414389,879,"*",939,19.83291,"Promoter",7,141407794,141414136,6343,2,"213350","ENSMUST00000106008","2",0,"ENSMUSG00000051007","Gatd1","peak:13141"
"13142","chr11",78245457,78245907,451,"*",938,19.82937,"Promoter",11,78245746,78255496,9751,1,"20316","ENSMUST00000002133","8",0,"ENSMUSG00000002064","Sdf2","peak:13142"
"13143","chr10",50894817,50895411,595,"*",953,19.82281,"Promoter",10,50895651,50989152,93502,1,"20464","ENSMUST00000020071","3",-240,"ENSMUSG00000019913","Sim1","peak:13143"
"13144","chr2",4651684,4652174,491,"*",746,19.81886,"Promoter",2,4622058,4652086,30029,2,"67229","ENSMUST00000035721","13",0,"ENSMUSG00000039449","Prpf18","peak:13144"
"13145","chr11",52764460,52765379,920,"*",882,19.81822,"Promoter",11,52764634,53188538,423905,1,"320027","ENSMUST00000036796","7",0,"ENSMUSG00000036264","Fstl4","peak:13145"
"13146","chr13",73160306,73160624,319,"*",861,19.81822,"Distal Intergenic",13,73260479,73269608,9130,1,"50916","ENSMUST00000176684","7",-99855,"ENSMUSG00000021604","Irx4","peak:13146"
"13147","chr14",74979416,74979721,306,"*",864,19.81822,"Intron (ENSMUST00000228599.1/100043169, intron 2 of 2)",14,74975086,74987104,12019,1,"100043169","ENSMUST00000228599","1",4330,"ENSMUSG00000115019","Gm4278","peak:13147"
"13148","chr15",99409228,99409939,712,"*",850,19.81822,"3' UTR",15,99407267,99408753,1487,1,"110213","ENSMUST00000231173","1",1961,"ENSMUSG00000023010","Tmbim6","peak:13148"
"13149","chr18",74275860,74276180,321,"*",867,19.81822,"Promoter",18,74276634,74282176,5543,1,"17190","ENSMUST00000237568","1",-454,"ENSMUSG00000024561","Mbd1","peak:13149"
"13150","chr10",40477699,40477979,281,"*",1000,19.80177,"3' UTR",10,40570336,40604132,33797,1,"70840","ENSMUST00000078314","13",-92357,"ENSMUSG00000019834","Slc22a16","peak:13150"
"13151","chr10",80145836,80146364,529,"*",889,19.79666,"Downstream (<=300bp)",10,80148272,80158367,10096,1,"59090","ENSMUST00000099492","9",-1908,"ENSMUSG00000035621","Midn","peak:13151"
"13152","chr5",122264048,122264608,561,"*",886,19.79666,"Promoter",5,122237848,122264460,26613,2,"654470","ENSMUST00000111738","7",0,"ENSMUSG00000038593","Tctn1","peak:13152"
"13153","chr6",119902432,119902642,211,"*",873,19.79666,"Promoter",6,119902698,119915335,12638,1,"19365","ENSMUST00000162205","7",-56,"ENSMUSG00000030166","Rad52","peak:13153"
"13154","chr7",3303406,3303884,479,"*",846,19.79666,"Promoter",7,3303522,3331099,27578,1,"18752","ENSMUST00000100301","10",0,"ENSMUSG00000078816","Prkcg","peak:13154"
"13155","chr8",84127145,84128134,990,"*",839,19.79666,"Promoter",8,84127818,84132516,4699,1,"244550","ENSMUST00000147175","1",0,"ENSMUSG00000012889","Podnl1","peak:13155"
"13156","chrX",73458955,73459192,238,"*",1000,19.79482,"Promoter",20,73437315,73459044,21730,2,"73738","ENSMUST00000033737","14",0,"ENSMUSG00000031371","Haus7","peak:13156"
"13157","chr4",11485726,11486425,700,"*",946,19.79251,"Promoter",4,11485958,11527621,41664,1,"66185","ENSMUST00000055372","13",0,"ENSMUSG00000040720","Virma","peak:13157"
"13158","chr2",30807181,30808309,1129,"*",964,19.78603,"Promoter",2,30807826,30823033,15208,1,"66617","ENSMUST00000041830","9",0,"ENSMUSG00000026857","Ntmt1","peak:13158"
"13159","chr5",24750722,24751391,670,"*",987,19.78468,"Promoter",5,24751003,24751324,322,2,"214301","ENSMUST00000123386","1",0,"ENSMUSG00000038135","Crygn","peak:13159"
"13160","chr11",32212572,32213556,985,"*",1000,19.77743,"3' UTR",11,32210399,32211270,872,2,"13650","ENSMUST00000137125","1",-1302,"ENSMUSG00000020282","Rhbdf1","peak:13160"
"13161","chr12",112663646,112664046,401,"*",992,19.77743,"Intron (ENSMUST00000001780.9/11651, intron 2 of 13)",12,112657094,112659637,2544,2,"11651","ENSMUST00000123563","8",-4009,"ENSMUSG00000001729","Akt1","peak:13161"
"13162","chr2",167767944,167768479,536,"*",990,19.77743,"Distal Intergenic",2,167691181,167697801,6621,1,"329562","ENSMUST00000130679","1",76763,"ENSMUSG00000006462","A530013C23Rik","peak:13162"
"13163","chr2",168006091,168006410,320,"*",1000,19.77743,"5' UTR",2,167980164,168010618,30455,2,"69553","ENSMUST00000123782","7",4208,"ENSMUSG00000074577","Ripor3","peak:13163"
"13164","chr5",122763624,122764304,681,"*",1000,19.77743,"Promoter",5,122746443,122763865,17423,2,"207565","ENSMUST00000199179","4",0,"ENSMUSG00000029471","Camkk2","peak:13164"
"13165","chr7",19577051,19577875,825,"*",996,19.77743,"Promoter",7,19577287,19580656,3370,1,"63872","ENSMUST00000108453","1",0,"ENSMUSG00000011267","Zfp296","peak:13165"
"13166","chr9",26999184,26999527,344,"*",994,19.77743,"Promoter",9,26979062,26999471,20410,2,"66948","ENSMUST00000215693","1",0,"ENSMUSG00000031969","Acad8","peak:13166"
"13167","chr9",83924894,83925327,434,"*",988,19.77743,"Promoter",9,83925145,84124239,199095,1,"12040","ENSMUST00000190637","6",0,"ENSMUSG00000032263","Bckdhb","peak:13167"
"13168","chr9",108988115,108988432,318,"*",986,19.77743,"Distal Intergenic",9,108986010,108987164,1155,1,"171530","ENSMUST00000052724","4",2105,"ENSMUSG00000049699","Ucn2","peak:13168"
"13169","chrX",71214902,71215605,704,"*",1000,19.77743,"Promoter",20,71215006,71260810,45805,1,"17772","ENSMUST00000101501","9",0,"ENSMUSG00000031337","Mtm1","peak:13169"
"13170","chr8",71881861,71882392,532,"*",583,19.76896,"Promoter",8,71882019,71895727,13709,1,"236193","ENSMUST00000188685","6",0,"ENSMUSG00000056019","Zfp709","peak:13170"
"13171","chr17",25133288,25133731,444,"*",994,19.76482,"Promoter",17,25133391,25162099,28709,1,"26373","ENSMUST00000162862","2",0,"ENSMUSG00000036636","Clcn7","peak:13171"
"13172","chr16",14705823,14706055,233,"*",1000,19.75905,"Promoter",16,14705852,14709385,3534,1,"20583","ENSMUST00000023356","7",0,"ENSMUSG00000022676","Snai2","peak:13172"
"13173","chr1",75404849,75405108,260,"*",883,19.75821,"Exon (ENSMUST00000087122.11/11790, exon 10 of 41)",1,75401010,75404207,3198,1,"11790","ENSMUST00000122266","2",3839,"ENSMUSG00000026207","Speg","peak:13173"
"13174","chr12",57534756,57535101,346,"*",883,19.75821,"Distal Intergenic",12,57540628,57546121,5494,2,"15375","ENSMUST00000044380","7",11020,"ENSMUSG00000035451","Foxa1","peak:13174"
"13175","chr14",15438548,15438935,388,"*",889,19.75821,"Promoter",14,15357522,15438987,81466,2,"218763","ENSMUST00000055211","5",52,"ENSMUSG00000045201","Lrrc3b","peak:13175"
"13176","chr18",42401163,42401693,531,"*",886,19.75821,"Distal Intergenic",18,42394539,42397249,2711,1,"18998","ENSMUST00000025374","3",6624,"ENSMUSG00000024497","Pou4f3","peak:13176"
"13177","chr2",4440991,4441210,220,"*",891,19.75821,"Intron (ENSMUST00000177457.7/209630, intron 3 of 24)",2,4473194,4498103,24910,1,"209630","ENSMUST00000123919","2",-31984,"ENSMUSG00000026657","Frmd4a","peak:13177"
"13178","chr4",115657413,115657674,262,"*",893,19.75821,"Distal Intergenic",4,115624725,115647723,22999,2,"13120","ENSMUST00000102707","9",-9690,"ENSMUSG00000028713","Cyp4b1","peak:13178"
"13179","chr4",136945491,136946233,743,"*",898,19.75821,"Exon (ENSMUST00000030420.8/13842, exon 3 of 17)",4,136929419,136956816,27398,2,"13842","ENSMUST00000030420","8",10583,"ENSMUSG00000028661","Epha8","peak:13179"
"13180","chr5",128736013,128736319,307,"*",903,19.75821,"Promoter",5,128736174,128755474,19301,1,"57749","ENSMUST00000086056","7",0,"ENSMUSG00000029423","Piwil1","peak:13180"
"13181","chr8",125910299,125911385,1087,"*",891,19.75821,"Promoter",8,125910450,125947440,36991,1,"234878","ENSMUST00000034316","5",0,"ENSMUSG00000031853","Map3k21","peak:13181"
"13182","chr9",43205460,43206151,692,"*",884,19.75821,"Promoter",9,43123939,43205755,81817,2,"18988","ENSMUST00000176636","4",0,"ENSMUSG00000032015","Pou2f3","peak:13182"
"13183","chrX",42067867,42068260,394,"*",892,19.75821,"Promoter",20,42067881,42094556,26676,1,"11798","ENSMUST00000126375","1",0,"ENSMUSG00000025860","Xiap","peak:13183"
"13184","chr10",121033624,121034395,772,"*",785,19.7569,"Promoter",10,121033960,121100650,66691,1,"24117","ENSMUST00000020439","10",0,"ENSMUSG00000020218","Wif1","peak:13184"
"13185","chr7",79847866,79848461,596,"*",975,19.75558,"Promoter",7,79821803,79848210,26408,2,"16790","ENSMUST00000107392","7",0,"ENSMUSG00000039062","Anpep","peak:13185"
"13186","chr1",134494522,134495181,660,"*",946,19.7454,"Promoter",1,134494648,134508774,14127,1,"98710","ENSMUST00000047978","8",0,"ENSMUSG00000042229","Rabif","peak:13186"
"13187","chr1",59685004,59685194,191,"*",876,19.74315,"Promoter",1,59685006,59690989,5984,1,"55989","ENSMUST00000186044","1",0,"ENSMUSG00000026020","Nop58","peak:13187"
"13188","chr11",8468276,8469052,777,"*",753,19.73665,"Promoter",11,8451070,8468675,17606,2,"319939","ENSMUST00000129074","1",0,"ENSMUSG00000020422","Tns3","peak:13188"
"13189","chr11",100566929,100567192,264,"*",803,19.73665,"Exon (ENSMUST00000092684.11/74407, exon 10 of 12)",11,100574904,100581728,6825,1,"12799","ENSMUST00000103120","4",-7712,"ENSMUSG00000006782","Cnp","peak:13189"
"13190","chr18",36744141,36744526,386,"*",798,19.73665,"Promoter",18,36742332,36744557,2226,2,"17991","ENSMUST00000014438","4",31,"ENSMUSG00000014294","Ndufa2","peak:13190"
"13191","chr19",41932875,41933299,425,"*",830,19.73665,"Promoter",19,41923566,41933296,9731,2,"66583","ENSMUST00000075280","11",0,"ENSMUSG00000034321","Exosc1","peak:13191"
"13192","chr3",45377092,45377380,289,"*",781,19.73665,"Promoter",3,45327045,45378205,51161,2,"72511","ENSMUST00000191843","1",825,"ENSMUSG00000097040","2610316D01Rik","peak:13192"
"13193","chr4",141308657,141309321,665,"*",820,19.73665,"Promoter",4,141308894,141310958,2065,1,"13836","ENSMUST00000145523","1",0,"ENSMUSG00000006445","Epha2","peak:13193"
"13194","chrX",60894047,60894307,261,"*",759,19.73665,"Promoter",20,60893653,60898067,4415,1,"102631518","ENSMUST00000145552","1",394,"ENSMUSG00000087565","Gm14662","peak:13194"
"13195","chr3",135603687,135603942,256,"*",935,19.73237,"Promoter",3,135584745,135603796,19052,2,"18033","ENSMUST00000184550","7",0,"ENSMUSG00000028163","Nfkb1","peak:13195"
"13196","chr3",21936084,21936320,237,"*",818,19.72796,"Distal Intergenic",3,22076652,22216594,139943,1,"81004","ENSMUST00000193734","5",-140332,"ENSMUSG00000027630","Tbl1xr1","peak:13196"
"13197","chr11",58903840,58904321,482,"*",962,19.72604,"Promoter",11,58888153,58904225,16073,2,"22698","ENSMUST00000102703","1",0,"ENSMUSG00000037001","Zfp39","peak:13197"
